43,2767,3637,2846,1641,
90,2472,286,286,2810,
1241,2140,479,495,495,
1378,2763,26,3834,1288,
3718,1800,1800,1192,69,
1419,379,3572,1592,2405,
924,687,950,687,687,
1288,1302,1269,2067,3674,
2628,2250,2242,3572,2250,
2780,424,595,518,2081,
1065,3934,3172,1758,974,
3641,3824,1907,1685,3685,
3769,882,1274,1274,585,
179,228,228,228,228,
4011,117,2201,4079,4105,
1392,2952,1208,2452,2303,
1956,2762,2338,2762,2525,
2298,3502,1331,2356,2548,
2204,259,922,259,4021,
2287,117,2004,1942,977,
1999,2780,1009,1113,3915,
3728,3297,1282,3155,529,
2213,2944,1059,1997,3106,
208,2517,2201,2372,335,
96,815,94,815,3125,
3490,1647,3305,3648,1780,
775,2248,3989,3120,1236,
704,1679,497,1327,2992,
3479,3818,1878,1878,1836,
2548,1331,2356,2356,2356,
3475,673,3283,436,1783,
2913,1233,235,3828,3828,
8,69,3718,491,491,
2098,137,559,2339,3633,
1999,2168,2782,1348,3557,
102,2802,740,2430,2802,
1641,2767,2846,3318,34,
318,2250,379,379,131,
2979,815,3125,94,504,
3953,8,8,3718,3718,
1468,3111,1435,707,3127,
799,1770,2211,529,2211,
3556,4030,3693,2123,3693,
253,2247,2235,2321,3925,
514,1064,1084,3594,3155,
2999,775,776,3989,3074,
141,541,2166,836,836,
197,1024,3123,2320,1226,
3087,3550,34,705,705,
423,2756,547,1039,2756,
150,3556,2573,3729,2123,
3778,3120,3271,1531,3594,
1016,4021,1879,2204,2022,
2910,1064,264,933,933,
946,1674,88,2061,1674,
1210,6,470,436,1783,
3962,3499,1407,1531,3499,
395,1165,3529,4005,2367,
3790,1589,1039,3593,3289,
166,2235,1616,2429,1169,
2740,2968,359,1757,261,
931,3673,3174,436,1923,
977,470,2386,1266,3714,
3789,3287,253,366,3081,
426,1009,595,598,1209,
1034,3490,514,3271,2109,
2753,2571,192,117,2191,
1031,338,1474,1160,1063,
2606,1928,3325,2588,2588,
4152,3418,350,2191,2191,
3971,570,2995,596,1031,
585,2303,1064,3155,3120,
1439,594,836,836,179,
2319,1241,2476,479,495,
1730,3418,533,1949,5,
338,2305,2301,486,1873,
2522,971,2388,878,1692,
3936,4157,2626,3125,956,
1269,491,1125,1288,3953,
1328,2060,3264,2060,3048,
3531,1908,2138,2138,2514,
1288,1302,491,491,382,
2161,1758,3179,989,989,
656,1722,846,846,3871,
951,2802,1748,2411,1798,
3103,3123,1981,1192,2247,
533,1091,1356,2147,737,
331,2410,2074,3935,1030,
1783,3646,2947,931,1608,
1981,3288,1024,2357,3287,
1954,2875,2887,784,2935,
331,2399,387,711,3917,
4111,623,336,2237,3337,
3828,1233,235,2913,3633,
8,1800,491,1288,491,
3126,2290,331,3707,823,
2123,4030,3556,3729,150,
815,96,504,1186,302,
3951,250,2004,2039,3728,
598,2192,2192,424,2821,
1570,2842,2936,2968,2936,
3714,3315,799,1513,379,
3328,2378,726,956,726,
184,3875,2074,3782,4121,
4111,623,510,510,3192,
3100,824,1407,1274,1034,
2074,711,3111,239,2744,
3186,3219,420,3877,749,
2977,1942,2723,2039,3727,
2489,3488,3555,1599,122,
1757,3911,2842,2968,1365,
1656,799,1824,1923,3327,
3969,2415,2415,2415,1199,
3588,724,1657,2016,4105,
2429,2357,2355,3789,1048,
686,3046,1722,1954,2125,
366,3081,2320,3925,405,
704,4117,2259,1061,2992,
2606,1333,1333,1878,1333,
491,2188,69,69,69,
753,2571,3733,1091,312,
2013,3971,338,2995,1474,
3729,4030,531,3693,3693,
2075,1356,2759,2004,97,
1009,1348,1041,201,201,
3637,1777,1187,1498,1320,
1554,2550,3074,1002,4011,
72,44,44,3074,3074,
248,2146,701,1674,701,
3629,395,3529,223,2367,
2462,102,3752,1748,1376,
2730,2373,789,3498,3180,
3106,2856,1777,3762,3312,
3684,1572,3531,3531,2514,
799,1722,335,1942,2048,
514,4006,1647,1367,785,
3951,1553,3297,44,3594,
2429,3288,3789,166,166,
3498,789,789,3135,3180,
2251,2301,1160,3352,2995,
302,3936,2626,726,278,
4006,1318,1780,946,769,
734,380,331,1099,2350,
504,815,96,278,726,
1983,668,2076,248,2146,
2303,3517,3594,3987,3594,
3989,2887,857,686,3074,
2182,1194,3573,1194,1550,
572,1063,486,1873,2013,
491,2345,2067,3674,2743,
2075,3475,1949,3206,533,
2824,2242,735,379,735,
1783,2201,1824,3061,2191,
724,283,2786,250,2516,
2740,4098,1757,2842,261,
1058,443,1023,736,3792,
494,1510,1510,2018,454,
3134,3352,1935,3483,486,
2802,951,102,1798,2430,
3168,2429,2320,1485,3378,
180,407,1048,2357,3925,
192,2095,2386,2032,3347,
2016,2004,1274,2201,1770,
885,3054,43,43,626,
2321,1559,2896,2906,1192,
2896,1616,2970,3896,2280,
192,3727,2977,1944,189,
283,1783,673,3174,117,
1269,3736,2345,382,1302,
4121,605,1137,3922,707,
1016,523,3876,922,523,
2783,2782,2091,3897,3894,
989,3179,1384,3934,1384,
221,2035,2126,742,2036,
3465,36,1571,36,656,
2060,2248,1570,1365,2964,
2910,1531,1274,3120,1274,
3288,1394,1169,2906,311,
1039,1589,1937,3289,423,
379,2759,3951,3074,2824,
1907,3824,3673,3685,3685,
1064,3207,3714,2287,2191,
971,3255,1211,1692,3671,
2161,3934,1888,2898,353,
2032,470,1783,3578,1266,
153,2204,1879,922,259,
3447,1796,1983,1659,3185,
302,3936,4157,3787,94,
169,1187,1237,1187,1997,
1053,443,443,1058,1058,
486,572,3134,444,1873,
121,2201,6,2250,737,
3573,2278,3555,2575,122,
137,3725,3828,2913,2613,
1656,1923,799,3171,3171,
4152,1553,753,1942,1923,
426,1348,3894,1051,2091,
2550,3297,3180,1210,1994,
2522,2926,3095,3574,1022,
151,1545,2753,1546,737,
131,3714,564,1419,1942,
1237,3318,1997,2856,626,
3264,3046,925,2936,1236,
1117,67,3087,1498,289,
1274,3648,2947,3962,1923,
3510,876,1116,876,2350,
278,96,302,2979,2979,
1498,1997,2837,2944,2213,
2549,1550,2278,3173,1599,
3179,353,2161,2898,3486,
2237,1792,623,4111,1792,
2979,96,726,96,726,
3387,2701,151,3180,3578,
26,2928,3073,3834,2193,
2637,1331,997,1331,3926,
3965,3117,1563,2371,416,
117,5,673,3207,196,
3190,443,1359,1359,1359,
1945,996,1559,3378,1394,
497,1327,1806,1679,1327,
933,3972,3844,1274,1274,
1509,3186,420,749,3186,
1030,2741,556,2369,331,
1250,470,1942,4079,436,
2944,2837,1498,4109,3491,
1407,3560,1034,3490,3582,
2281,1692,2754,2388,3095,
420,1984,868,3219,3219,
4117,2734,1327,1327,704,
2251,3352,1160,2446,2013,
2875,686,857,784,3538,
3318,1117,626,3491,43,
778,3442,2776,847,180,
1030,2196,2741,239,2290,
2410,3935,757,3935,331,
3935,3917,823,2196,2369,
2903,1009,1009,600,426,
3915,2168,2783,1230,2903,
1030,711,3917,2399,757,
1800,3718,2763,1302,1378,
2452,3987,1392,1653,1208,
2628,379,564,735,735,
458,408,2455,2455,408,
179,1439,3242,594,1439,
857,4020,1954,686,2875,
1018,2961,3510,1099,184,
2211,3634,470,2953,3407,
2723,1400,3769,3475,1451,
983,2069,1940,901,2069,
1107,2884,3131,1251,2271,
4121,3922,734,475,331,
3174,1210,2405,1553,739,
1512,1295,89,1137,1082,
1103,3180,3594,1730,3180,
1372,1413,2986,2656,4053,
3762,3087,3106,3603,2837,
3487,146,3300,1949,3653,
1661,1915,740,2430,1915,
1685,3400,2518,3871,3400,
983,2725,1343,1343,3541,
2430,1915,1661,1661,1661,
312,192,2953,1783,3653,
2216,2668,339,1277,917,
1467,3253,458,1966,1966,
1320,289,289,2944,3087,
2201,350,2020,208,2517,
2477,2076,248,2472,2057,
2861,253,3003,662,3896,
2393,1907,1685,3641,1685,
749,1984,3186,3186,831,
1836,2606,2062,3325,344,
350,2701,1554,1733,1210,
43,3603,2944,885,2213,
3896,2321,2321,1559,15,
2613,137,1134,2339,137,
2366,1923,2953,2374,673,
857,2964,1722,4020,3538,
2251,3483,3134,1873,1160,
3818,3325,1836,1958,1928,
141,2262,836,594,836,
380,1709,184,3922,2961,
1780,1064,1274,2405,3271,
2188,2345,1378,1288,3674,
1196,1191,2319,2140,2319,
564,3775,739,131,3743,
4105,350,4079,529,3347,
1392,2452,2452,2952,585,
436,72,753,2016,31,
3996,436,917,4044,2627,
4079,548,529,189,562,
2995,572,1031,3134,3483,
3242,386,2261,2166,1239,
1685,2372,1571,3661,3409,
3135,2730,2373,1923,2977,
3501,1920,3502,2356,1938,
146,799,1994,350,3418,
1956,2338,1182,2525,2525,
1994,3634,2191,1492,4143,
2247,2320,1024,3081,3925,
1239,2166,2262,2166,386,
1928,3325,2606,1878,3479,
2259,1327,704,1061,1327,
1022,2522,1692,4015,4015,
197,3591,778,847,847,
1058,1023,1053,443,443,
2514,1809,2447,2447,1809,
301,1116,876,3969,1116,
1498,569,1320,2837,2213,
738,1777,2996,1059,3625,
3305,3151,3594,1064,2736,
1251,403,1107,403,1107,
2405,3613,4079,3283,2947,
3297,2209,1119,3578,1783,
2013,2995,3971,596,2251,
3897,598,518,595,600,
268,1916,1845,1845,2412,
2429,2867,2254,180,1048,
3273,2518,1236,2248,2999,
223,1456,1513,1513,2367,
1733,775,106,2759,1546,
2201,3594,3300,350,428,
2821,1506,2168,1999,1051,
3400,4079,3465,931,2386,
600,1051,1506,2783,2192,
3629,2367,223,395,1183,
1359,1058,443,3190,1053,
405,3591,2429,996,15,
3996,2753,2250,2250,1944,
1359,443,3190,1023,1058,
4117,1806,1679,497,497,
344,3564,2062,1878,3325,
1746,3653,3387,789,3714,
2984,1210,2786,2201,3727,
2189,1194,122,1599,3573,
2810,3425,286,3425,454,
221,2035,3583,2126,1828,
1182,1956,2525,1956,2338,
3935,1140,1030,3917,2399,
815,94,94,2979,302,
1274,1923,3874,585,3634,
1125,2067,1269,1288,1269,
403,1026,1659,1659,1659,
1367,1407,1647,2513,1780,
3560,3305,1335,4006,1274,
1435,1014,1512,2634,1436,
2399,2074,157,157,757,
1119,737,529,3207,3951,
3591,2839,1024,1169,407,
2032,2095,5,1266,3074,
2730,2977,3937,789,1923,
3754,3661,36,3691,1685,
1553,581,3728,4003,3120,
3531,2514,3684,1572,2447,
486,3483,2013,3134,3134,
3165,581,3120,3271,3594,
4152,2367,1513,671,2075,
3046,2875,2935,2875,857,
662,3896,166,3103,3896,
1748,673,470,671,2386,
2013,338,3352,3483,2305,
2412,25,25,1971,268,
34,3318,3312,2837,3312,
2204,1879,3189,1016,922,
219,2501,2656,4053,2501,
261,3911,2740,2757,2740,
2875,784,784,428,354,
2133,3120,2004,2550,1783,
2522,971,1692,3255,3095,
1997,1498,2213,2767,1117,
4034,3629,3629,4024,3529,
2446,2995,570,3971,1474,
596,338,3483,444,2446,
2357,1559,1394,3896,2355,
1451,3778,2048,799,2303,
2560,2867,180,706,15,
331,1014,707,3126,4121,
726,4045,956,815,815,
1916,3170,2220,2343,268,
1016,153,3723,1879,259,
2995,570,570,1063,590,
569,1117,43,3762,1059,
2004,673,3840,1730,529,
2953,470,472,1064,2095,
671,3418,2250,2191,436,
2209,470,3283,2095,1553,
3541,2223,2069,2640,2223,
2656,3425,1841,3425,4053,
89,2605,3127,3127,3941,
1780,3305,1034,3980,1034,
1954,3264,2935,2875,3538,
3186,749,3877,1509,1939,
3172,4043,974,3934,1758,
1256,4098,4098,1757,261,
1328,2125,1236,925,1546,
2320,366,1226,1192,407,
956,3936,4157,3328,3936,
3572,3714,673,3174,3174,
2296,1182,1956,2338,988,
878,2754,87,971,1022,
3725,88,559,3508,1233,
3828,3601,137,1134,3725,
3790,2756,423,1039,3289,
2723,335,1078,66,2909,
1064,2977,4003,1513,799,
1348,595,2168,518,1041,
3582,514,1034,2819,3499,
2211,283,2287,4143,3347,
66,312,2367,350,3663,
40,2074,565,1082,1512,
3634,2405,2020,121,3728,
1209,1506,3659,1506,2291,
2320,2018,1226,3925,1394,
604,739,3283,4079,412,
338,2013,1160,3231,486,
776,2887,3387,2875,354,
3475,673,3171,1266,3174,
2582,1720,3965,91,4083,
738,43,3762,3603,3603,
2123,3693,150,3556,150,
2513,3980,3155,581,1531,
4034,3529,3529,914,1183,
2415,1593,2669,301,3792,
711,1140,707,3008,3707,
3499,1274,1274,1034,3980,
3155,1318,3297,4011,3151,
933,3606,2405,1274,2910,
1941,2451,1100,2451,772,
3479,2062,1836,1928,344,
4052,36,3685,3691,3641,
285,3578,3283,2918,1266,
3222,1796,1659,2612,1796,
1131,2550,1994,3418,2276,
2373,746,533,1746,3498,
1780,2109,1553,824,3648,
1535,3027,366,253,1616,
3486,1065,3179,3172,1235,
3231,1474,2301,2305,3134,
585,1392,3120,1553,2723,
3762,3087,885,2944,67,
1182,988,1956,2338,2525,
3289,2756,1589,547,561,
2235,778,2560,366,2169,
3660,1099,380,1140,3875,
2730,789,3498,3135,1746,
428,3989,3634,776,2020,
2451,3919,1100,3919,772,
1140,2074,823,2398,2290,
3937,3180,3498,2373,2730,
3271,1284,3100,1531,3951,
3897,2192,1506,3894,595,
1657,799,3820,2701,103,
2250,379,3752,1608,1608,
1606,3010,364,1799,3066,
3871,1722,1685,1400,656,
971,2388,2388,2758,3255,
338,596,1031,3483,572,
2250,1002,2550,2366,3728,
1039,1589,423,1589,561,
106,1513,1824,65,2999,
192,2554,1553,1492,1064,
3782,3875,1099,734,734,
3538,784,2887,857,857,
2875,1328,925,2999,1328,
2446,1160,1474,2251,1160,
4060,3896,3003,2235,662,
868,1845,1984,3462,1898,
2237,4111,3192,1792,623,
2140,479,479,3832,1196,
2268,1064,1546,3634,3634,
1954,2935,3046,784,3264,
65,1328,1566,784,3400,
2062,1928,155,344,2588,
2654,3661,36,3673,3685,
2182,3173,3573,2549,122,
3170,1916,1916,25,2220,
2861,253,2320,3003,2320,
1744,1064,2701,1078,430,
2287,1002,2759,2786,3297,
15,2247,778,3794,405,
2250,2562,250,739,2095,
1432,2548,1938,1331,3780,
956,3936,3125,726,3787,
2634,40,3127,1435,2074,
2466,1879,2022,293,3723,
379,1759,2211,472,1266,
4137,3066,3010,3010,364,
1836,344,3479,2588,2606,
387,2410,757,1014,556,
228,1020,386,2166,3242,
3578,192,3653,2216,737,
742,2035,2126,3583,1828,
3754,3691,1685,2654,4052,
4034,395,4024,3310,1165,
2466,153,1879,2022,3189,
1594,2498,2498,2467,2467,
25,1916,268,268,1971,
479,495,2476,2140,2140,
2163,3322,2175,2175,2725,
4014,1438,2109,3165,3120,
2626,302,3936,3125,94,
3271,1103,3151,785,1284,
3222,1659,1659,1796,1659,
1554,1942,3663,533,1942,
831,3462,420,1984,1898,
3832,2319,1241,1196,495,
1107,1026,403,1251,403,
799,3613,1733,2701,1451,
3897,2081,2168,2091,2291,
3253,1966,1966,1467,3597,
4043,3486,3934,989,3486,
3066,1606,3010,364,364,
1908,2138,3531,1809,2447,
3300,3074,2984,3297,2211,
3287,1169,2357,3591,2906,
1692,3095,878,3095,2281,
626,3637,2996,2837,2856,
261,1365,1365,2842,2842,
3871,1400,656,348,1555,
3573,3555,1550,3555,2489,
3186,868,1509,3462,420,
3219,3877,831,420,1898,
155,3325,1333,3325,3818,
1016,1879,4021,3723,259,
885,3603,3106,1777,1320,
2048,428,3874,3327,1923,
3962,1531,1335,3155,3560,
315,1659,3222,2612,1659,
1792,623,3192,510,510,
3941,3127,1436,1436,2707,
2169,3925,2235,2867,3081,
4111,510,1792,3192,2237,
1474,444,1160,1063,338,
85,2582,3117,3117,4083,
737,1274,2918,2604,151,
2081,518,1009,1348,2749,
180,2280,1559,1169,3287,
1137,3127,734,4121,1140,
3555,3488,1599,2189,1194,
2548,2130,1938,2298,2130,
223,1456,1923,3418,1513,
3117,3965,1720,1720,1720,
3926,997,3780,1331,3780,
1606,4137,4137,3066,4137,
3538,857,3264,857,857,
1439,179,179,594,1446,
1140,3707,2897,1030,331,
2809,1594,3663,2918,3251,
1233,3601,3601,137,235,
1757,359,4098,2842,1256,
2321,2776,1169,15,847,
3965,1636,85,3117,3117,
2780,3557,424,3557,3915,
570,2995,444,1063,444,
974,353,1758,1065,1888,
353,2898,1065,1888,2898,
235,1134,3601,1134,3913,
1451,3874,1392,3155,1531,
1572,1809,2514,3531,1908,
184,2074,3875,2961,2074,
3189,2466,3723,3723,293,
3498,88,3937,533,3937,
289,1187,2846,2846,1187,
3679,786,1146,1146,2519,
2549,3173,532,532,2278,
366,197,3168,1226,3168,
443,1053,3058,1023,3190,
2640,1940,1940,3541,190,
3787,4157,4157,3936,3936,
3271,117,3728,2701,3165,
1746,3937,2730,1759,2759,
289,1117,885,2856,3625,
2935,1199,3264,784,1995,
1020,1239,179,386,2166,
311,1945,1169,2776,1024,
1024,3168,2280,2254,3288,
2048,3987,3120,66,799,
707,3707,1014,4121,3111,
2138,1572,3531,3531,3531,
1692,4015,1211,1211,2754,
3591,2320,706,405,2560,
3941,1082,1435,1082,1468,
146,2201,2201,335,103,
784,3048,776,2935,428,
2109,769,3307,3482,1122,
778,1559,847,847,2429,
1748,3315,1882,1923,250,
3541,340,983,1986,2069,
2517,2016,2701,3661,3661,
335,1553,739,5,3206,
6,1733,1131,1250,131,
1091,564,97,917,1561,
3679,2659,2519,2519,2243,
248,2076,2477,3406,1488,
3911,2968,2842,2968,1570,
2235,3081,3789,2867,778,
2220,1971,2412,1916,2412,
2627,3951,1371,66,3837,
3046,2875,784,686,784,
1809,3684,2138,2138,3531,
3487,3728,412,564,3407,
933,264,2405,3120,1553,
3475,2571,1783,66,3733,
423,1039,547,3790,3289,
3322,319,2175,319,2687,
3936,3125,346,3787,346,
1099,184,605,2074,3510,
3475,250,2977,1064,3206,
3555,2549,2489,1550,2549,
3794,2429,1559,1981,3103,
1531,4014,3653,1367,1034,
931,3487,3661,977,97,
227,924,2496,3970,4028,
951,740,2462,1798,2802,
2338,2762,988,1182,2296,
706,2321,366,3789,2169,
3653,2953,3300,2386,2366,
1335,3165,3155,3499,3499,
2854,3206,470,2753,2984,
2998,3935,387,2399,387,
917,3951,189,1553,1553,
1328,354,3273,161,2999,
734,2074,3875,1014,1137,
141,1439,352,2262,2941,
6,3171,2571,562,3613,
532,3173,2189,122,2549,
737,3300,3174,3964,3418,
799,3074,882,428,1722,
4098,1365,359,1365,1256,
3378,1024,1485,2321,3287,
3674,2345,1269,1125,382,
319,2928,567,2928,2928,
1986,340,190,1940,3705,
2138,2514,2447,1572,3531,
1256,1757,1365,359,2968,
772,284,1100,284,1100,
2291,1209,3557,3915,2782,
2582,3117,1563,3117,91,
1997,169,3318,1641,3637,
1692,3671,971,2754,1022,
2182,2278,3573,3555,532,
1730,3714,1994,3487,2075,
3896,2861,366,1485,15,
1082,1512,3941,2634,89,
4015,2754,1211,2522,971,
2970,1192,1981,996,2280,
3897,2782,3915,3659,2903,
2412,25,2220,1916,268,
2910,3594,3606,1531,3606,
2462,1513,1513,1661,2430,
2201,117,1744,2909,106,
379,3743,3613,833,3653,
65,2518,1722,1722,1236,
1031,2013,3231,444,1160,
3081,405,1024,1226,2357,
3482,1274,2395,3165,3962,
4121,605,184,2350,3875,
3061,3387,2759,1759,470,
2062,3325,101,3818,1958,
2345,491,2763,2763,2067,
359,1570,1256,261,1256,
2356,3926,2298,3780,2548,
3911,359,261,1757,1570,
497,2734,2432,1327,2734,
2634,40,1137,1435,1468,
387,3935,707,711,2741,
2429,3378,1535,1024,2867,
2405,1419,1064,3728,1733,
2518,1236,656,3661,3207,
1432,1938,1938,1938,3502,
1318,3582,1034,3155,1438,
3591,2355,383,2169,383,
3409,3754,3685,1685,36,
1371,285,472,2366,3837,
3066,3010,1799,364,3010,
3517,1392,2452,1392,2341,
1758,974,1384,3934,3934,
3462,3877,1898,1509,1898,
3347,1824,833,529,1119,
1492,3653,2977,529,472,
3327,776,3120,335,1824,
3959,4079,2366,1002,350,
3168,1945,3027,383,3442,
1419,3061,3206,562,146,
2374,3743,1608,3663,2753,
2628,2250,3572,2250,2250,
1209,201,2783,832,3894,
2374,1561,2501,2501,2250,
2707,823,2897,239,2741,
3971,3352,1160,3134,1935,
3486,3172,1235,1235,989,
239,3916,2897,2897,3916,
2290,2897,2744,2998,157,
3517,1208,2452,2303,2341,
2628,735,131,318,2242,
2554,2211,2095,1091,3174,
2944,2213,885,626,67,
96,504,3125,504,504,
1923,1942,1250,3775,548,
1432,2548,3502,2356,2298,
444,1474,338,570,3134,
1589,561,2917,3289,3289,
3486,1758,1758,1065,1235,
3135,2977,2730,2977,2977,
1730,6,739,117,2039,
882,3769,775,1274,1451,
3965,1720,1720,4083,2582,
3572,3206,529,3743,117,
951,3752,102,740,2462,
197,2429,3081,2357,405,
2659,1147,3679,3679,2519,
239,3126,707,823,2398,
344,3479,3818,3818,2606,
3964,1657,2201,2211,250,
2452,2277,3517,1392,1451,
430,1546,799,2656,799,
3005,1838,3239,462,1838,
2018,2357,366,2776,3789,
2350,734,1099,184,184,
2736,3499,3582,1318,2819,
2277,1208,2452,585,585,
3192,4111,2237,2237,2237,
3442,2560,311,366,1616,
3172,1065,4043,353,3337,
380,4121,1018,3875,2350,
405,3591,3081,3442,996,
2453,117,724,2211,2016,
3794,3103,3925,2776,407,
1661,740,1915,2462,2878,
3671,971,2758,2754,971,
1200,1799,1606,1606,4137,
2637,3926,2356,997,2356,
724,1783,529,529,2211,
2345,491,1288,2763,2763,
6,146,2759,3487,2683,
1061,1327,1327,1327,1327,
3289,547,3790,3593,547,
4052,36,3661,3754,3661,
3126,331,1030,2074,1014,
3794,2970,2280,3081,1048,
3502,2356,1938,2130,2548,
302,94,504,94,3125,
3328,3936,956,94,3125,
789,2373,2373,3135,1746,
3653,977,753,3297,1376,
1589,1937,423,3790,3593,
2338,988,1956,2296,1182,
2243,2659,2394,1147,1147,
472,833,3251,312,1608,
1436,3127,707,1137,40,
3172,1065,1758,974,4043,
1944,833,3996,833,3613,
3646,250,3951,1783,3959,
3482,1122,824,3155,1335,
150,3556,531,3556,4030,
1541,1137,1435,1436,2074,
742,2126,3583,2036,2035,
3965,416,91,3117,3117,
2320,1024,1048,1616,3591,
626,3762,3491,289,3625,
3511,235,1233,3725,235,
3919,1941,2451,1941,284,
2291,1230,598,2780,1348,
704,3742,1035,1679,3742,
2417,2204,2204,293,153,
54,1830,1838,1830,3005,
3103,2429,405,166,2861,
428,1770,2723,776,4020,
2961,734,2074,3922,2711,
3016,2687,3322,3322,3927,
4020,2723,3273,1236,1236,
1208,2341,1653,2303,1653,
1236,1400,3728,776,1546,
2452,585,3120,1208,882,
2707,387,239,3935,387,
1780,1284,1034,824,1553,
1498,1059,1198,616,2996,
3762,3625,43,1187,738,
1559,2839,2280,2867,3103,
785,824,1284,514,3594,
1099,605,3782,380,380,
1233,2098,2098,2339,559,
157,1140,2707,823,711,
569,3106,2944,3491,67,
2386,2571,121,2095,533,
556,2744,2290,1014,3935,
2913,1233,2098,3828,1134,
3123,2320,1192,2254,197,
3127,1468,1436,2707,1435,
533,2075,737,1942,2759,
1119,2984,2287,2759,3074,
785,1122,1367,2109,3151,
2281,878,3671,87,878,
3603,1059,1117,1117,67,
3126,1014,3935,2410,2398,
2935,784,3046,2887,686,
1233,235,3633,559,2613,
3511,3601,2339,1134,3601,
1783,3120,1554,3206,529,
2281,1022,87,2388,878,
2020,121,121,428,428,
4153,3337,3337,701,701,
2271,1107,1107,1026,1045,
2525,2296,2338,2762,1182,
2372,2909,3387,1733,151,
3287,1485,2018,1616,405,
137,235,2913,3601,2339,
3550,43,3603,3318,34,
590,486,1160,2251,2305,
1082,1295,1435,2605,3941,
36,1685,3754,3641,2518,
250,3061,1531,97,1210,
3173,2189,1550,532,3555,
424,2192,598,1113,1348,
3242,386,1439,3564,594,
4011,2075,121,3407,1968,
2786,3418,1759,1002,737,
1830,3005,462,3239,3239,
1198,2371,1709,913,2371,
3307,3482,3155,4006,1284,
989,4043,2161,1235,2898,
54,1838,2328,1838,2328,
3673,931,2516,3415,3840,
155,101,1836,3325,3479,
769,2405,2405,824,2513,
