query time:9.39925E-4
index creation time:0.003401654
2211,3174,20
3095,3695,3
472,3743,4
166,3103,5
353,1065,5
117,2753,19
4044,4045,3
2428,2437,3
214,2493,3
1064,3487,19
447,1388,2
1241,2866,2
122,2549,10
87,971,4
1674,1816,3
1914,2909,3
2149,2862,2
289,2996,10
1097,3329,2
6,250,20
3205,3503,2
472,3727,4
122,2489,10
1722,2248,11
4128,2102,3
3754,4052,6
528,1687,3
124,2579,3
2267,4023,2
2864,3362,3
776,1722,11
407,1048,19
1452,2064,3
182,2893,2
1787,2002,3
101,3325,7
443,1058,4
1553,2386,19
4003,4020,4
365,2022,3
97,3653,20
734,3131,3
1708,1799,3
2741,3935,11
1064,1923,18
1409,1921,3
311,2906,19
2719,3401,3
2100,2708,2
1018,1099,8
1298,3024,4
1337,2415,2
311,1394,19
462,732,2
3610,3684,2
1015,2792,3
237,1033,2
55,219,4
2350,3660,8
3318,3550,13
1546,3273,10
1113,2780,13
706,1048,19
1901,3394,3
615,939,3
930,3599,2
3691,3754,6
1226,2320,19
1233,3724,2
301,2415,4
160,260,3
1535,3789,19
2048,3856,3
1117,2767,10
1923,4030,2
101,2588,4
1480,3503,2
706,2429,19
1677,3454,2
2042,2593,3
2518,3400,5
1160,2446,12
1280,1669,3
1033,1903,3
1169,3081,19
565,1234,3
407,2776,19
428,3048,10
1180,2178,3
939,3097,3
338,1063,12
2001,2673,2
462,3239,5
4154,112,4
1498,1641,13
447,2643,2
1751,2613,4
3297,3653,20
202,2228,3
3407,3657,2
6,2753,19
1452,3943,3
569,1696,2
1132,2566,2
106,3475,4
1677,3788,2
561,3790,3
55,3763,2
2447,3531,4
885,3054,13
3294,3599,3
1182,1956,3
3208,3559,3
893,2885,3
1924,3540,3
3123,3789,19
680,2836,2
1945,3123,19
687,2496,6
428,925,9
1616,3287,19
623,1231,3
773,2831,2
97,1387,2
687,1077,5
4111,3192,6
2258,2709,3
1172,2977,2
903,2613,2
969,3122,3
1048,1535,19
1616,2233,19
512,2442,2
407,3287,19
1164,4005,4
1783,2211,20
76,3403,4
1036,2949,3
465,2709,3
1868,3432,3
853,1614,3
2537,2542,2
1926,3955,2
2604,2786,6
1192,1535,16
1932,1965,3
1387,2709,2
1616,2867,19
1233,2913,3
1951,4001,3
150,3556,5
1333,3818,4
1037,3768,3
1328,2220,2
1923,1994,18
351,3963,2
1974,2747,3
1828,2036,3
1777,3550,13
617,1594,3
1134,2339,3
1048,3789,19
1268,3772,2
1194,2189,10
1338,1900,3
1507,3708,4
2980,3799,2
250,3174,20
2587,2635,4
1432,2548,2
25,4151,4
569,1116,3
1176,2126,3
9,774,3
1783,2386,20
1994,3074,19
2447,3415,3
2776,2906,19
1488,1689,2
2256,3286,3
1394,1945,19
182,746,2
3357,3369,3
85,2582,4
1132,1543,2
2388,2522,3
829,3015,2
971,1677,4
446,2263,2
239,1014,11
3487,3613,16
54,3239,5
2248,4020,11
2362,2537,2
1903,3873,3
2291,2749,13
2049,3559,4
1989,3461,3
250,2211,20
37,3208,3
400,1883,3
3748,3856,3
2588,2829,3
1409,2834,2
939,1201,3
1535,2320,19
233,2254,2
1553,4079,19
106,2753,4
2386,3487,20
172,1180,3
1773,4033,3
122,532,10
73,324,3
2259,2432,4
1553,2211,19
1661,1915,3
428,1546,10
3685,3754,6
133,2680,4
2128,3208,2
171,2890,2
1174,2679,2
407,2233,19
1994,2211,20
395,3903,3
2411,2462,5
1888,3172,5
1594,2547,3
565,716,4
3074,3578,5
912,934,2
1677,1818,3
2196,3935,11
2320,2867,19
669,1479,3
2204,3140,2
785,3499,4
117,1923,18
1160,2995,12
2126,3145,3
707,3916,11
2876,3178,3
2446,3483,12
1994,3297,20
2534,3009,2
2128,3832,2
1989,2766,3
1556,2599,4
1553,2977,6
399,3494,2
1600,2483,2
652,3613,2
771,1724,2
3613,3668,3
463,2040,2
2128,3827,3
1231,3636,2
428,3490,2
1192,2776,16
3047,4086,3
1600,3514,3
387,1014,11
443,1023,4
101,2829,3
439,2493,2
133,557,4
516,3956,2
426,3659,13
1481,1689,2
97,1002,20
604,671,3
1241,2319,3
1559,1616,19
2291,2780,13
76,3181,4
2098,2163,3
1002,1064,19
383,3123,19
830,1607,2
2245,2297,2
180,2638,3
1059,1498,13
387,2741,11
1722,2516,3
1921,2827,2
1726,3575,3
1185,3601,3
971,3255,4
1288,2345,4
1641,1777,13
1900,3868,3
776,4020,11
569,1498,13
1309,2022,2
102,2411,5
227,3287,3
1923,3733,4
274,2638,3
1226,2429,19
763,2376,3
2437,3888,4
407,3081,19
861,1901,2
1279,2982,2
1783,3174,20
2263,3906,2
4128,4134,3
403,2271,4
2786,3813,6
66,3743,5
776,3273,11
3092,3692,2
2428,2954,3
1482,3977,2
1231,1674,3
612,828,2
426,2749,13
971,2522,4
1566,1596,4
706,3123,19
3400,3415,4
925,1722,11
788,3741,2
707,3832,2
925,4020,11
1546,2198,4
3283,3613,16
1783,3487,20
6,1064,19
133,2241,4
3613,3743,5
799,2909,6
825,3209,2
1109,2880,4
605,1099,8
757,3935,11
83,2129,2
155,3479,7
1167,3930,2
1376,2411,4
182,677,2
1231,4008,2
1981,3287,19
108,3021,2
895,2845,2
2245,2264,3
833,3613,4
3502,3905,4
1994,3653,20
978,2731,3
1187,1641,13
2098,2913,3
187,1766,3
1488,1766,3
1394,2320,19
1099,3660,8
4105,548,6
85,1665,4
35,107,2
1923,2386,18
2429,2906,19
488,1883,2
2462,2802,4
1951,3432,3
2130,3502,4
1122,3307,4
1116,2709,3
428,1722,10
1513,2989,3
173,1611,3
302,1796,3
1180,2830,3
2128,2326,2
1226,3123,19
314,2820,2
456,1773,3
745,3964,3
1284,2109,4
687,924,5
1559,2867,19
175,2790,3
2668,3903,2
861,976,3
3597,3930,4
1553,2947,6
220,557,2
587,782,2
804,1198,2
1394,3081,20
2873,3990,2
387,556,11
885,3603,13
407,3123,19
0,18,3
2140,2579,3
2241,2680,4
2886,3878,2
1237,1498,13
3058,3827,2
1319,2977,2
1256,2740,3
1048,2965,3
2974,3502,4
1677,1755,2
250,3074,19
3600,4029,2
3362,3652,3
3646,3743,5
3124,3357,2
3646,4003,5
832,2291,13
2210,3362,3
690,3938,2
201,518,13
1923,2753,18
3478,3898,3
985,4080,4
328,657,2
1692,1818,4
3613,3760,3
2846,2996,10
1134,3601,3
1169,2233,19
117,833,4
472,2554,4
1169,2429,19
1553,3283,19
2320,2906,19
789,3135,5
971,2673,4
585,2303,6
744,3903,2
1945,3789,19
2493,3381,2
311,2233,19
2320,3789,19
1079,2022,2
1035,3742,6
1153,3672,2
2639,3266,2
12,1317,2
3325,3818,6
2103,3128,3
34,169,10
986,3708,4
2032,3613,4
383,1945,19
1692,3095,2
289,1117,10
338,596,12
939,970,3
54,1838,5
1873,2995,12
1134,1600,3
7,4033,2
1946,2956,3
763,1080,3
293,2466,4
1331,2033,3
1679,2734,4
1441,2885,3
1059,1187,13
1534,2695,2
885,1237,13
2635,3502,4
2081,2749,13
1889,2028,2
571,1792,3
4128,642,3
2956,3836,4
1981,3081,20
4125,2816,2
405,1981,19
4107,2002,2
426,2780,13
2751,2931,2
1061,2259,4
1064,2211,19
3411,4040,3
302,3222,3
472,1356,2
227,2718,2
1242,2646,3
1237,3603,13
1744,3939,4
16,2553,2
1379,2338,2
25,1561,3
873,3356,2
1409,2351,2
155,1878,7
741,1023,2
1816,2904,2
823,2196,11
623,1792,5
660,2798,3
413,1753,4
3079,3923,3
2890,3601,2
1117,3603,10
1315,1816,4
161,1570,3
1994,3613,16
941,3881,4
1888,3179,5
1513,3663,4
4123,3940,2
935,1023,2
1553,3297,19
2864,3652,3
375,3599,3
1498,2198,4
1064,1553,18
1288,1302,2
2204,3777,3
2103,3548,3
1559,3789,19
1031,2446,12
311,1981,19
409,877,2
1733,2493,2
1535,3123,19
302,2089,3
533,1923,4
2140,3832,3
1210,1513,4
1095,3765,4
231,1663,2
405,1192,16
2109,3165,4
1551,2264,3
117,1994,20
3447,3956,3
1048,2867,19
911,3467,3
2144,3241,3
905,3733,2
533,3663,3
2367,3752,4
1416,2641,3
1997,3550,13
603,2210,3
250,3613,16
3425,4044,3
1008,2852,3
1343,2163,3
885,1997,13
117,3487,20
2338,2990,2
2153,3445,2
2299,2793,3
54,462,5
1169,3789,19
1535,2776,19
2153,3453,2
472,3578,4
155,3818,6
2731,3553,3
2902,3892,2
3179,4043,5
1783,3283,20
338,1935,12
257,1883,2
241,1106,3
2582,3117,4
1946,3344,3
1226,1945,19
562,3297,2
1411,1789,3
939,2199,3
1002,3174,20
531,4030,5
239,3935,11
417,2049,3
1868,4001,3
2189,2549,10
18,1750,3
1944,3743,5
1944,3663,4
2256,3538,3
3803,4073,3
569,1237,13
1923,3613,16
583,3476,2
1629,3290,2
423,3289,2
917,2753,4
1048,1945,19
87,2155,2
202,1453,3
1723,1724,2
718,3362,2
2126,3097,2
2673,4073,4
2196,3126,11
2705,2902,2
2386,4079,20
1923,2977,4
1445,3818,3
922,2022,3
1063,2971,2
1873,3483,12
2995,3483,12
2211,3487,20
1498,3550,13
573,839,2
34,289,10
3614,3826,3
1818,2673,4
692,1186,3
2516,2518,3
4146,1167,2
0,3608,3
1048,3081,19
1226,1981,19
2345,2743,5
2635,2977,3
1489,3017,2
82,2657,2
341,1329,3
85,2241,4
407,1535,19
734,1434,3
356,4003,4
129,258,2
1187,3318,13
4121,2711,8
1680,3763,2
573,2956,4
6,1994,20
1909,3742,4
1209,3659,13
2022,2470,3
1722,3048,11
34,1320,10
1187,1777,13
1015,2487,2
1242,2831,3
1225,3252,3
1036,4091,3
87,3118,3
2538,3366,3
117,3283,20
572,2013,12
1674,2049,4
1413,4053,4
100,1037,3
4085,4089,4
1319,3371,2
2220,2559,2
426,2291,13
2886,3197,2
1194,2575,10
4120,1150,3
617,2547,3
2447,3614,3
4108,490,2
2081,2780,13
767,2549,10
1033,1561,3
1505,4005,2
1003,2544,3
353,1384,5
2625,3133,2
227,3241,3
1596,2518,4
1923,3475,4
2429,3123,19
1169,2776,19
1607,3918,2
1429,2018,2
201,2291,13
405,3789,19
2600,2643,3
106,3578,3
1722,2518,4
1559,2320,19
1063,2013,12
480,557,3
2128,3783,3
1816,3742,4
2489,3555,10
85,1881,4
227,1192,3
3224,4026,3
1048,2320,19
1383,1853,2
347,1362,3
2393,2654,6
241,2342,3
831,1984,2
518,2780,13
117,1002,20
311,3287,19
1570,1905,3
564,2824,2
1766,1985,3
117,3297,20
1534,1611,3
3141,3285,2
3819,4008,3
967,2181,2
2625,3696,3
1231,3979,2
887,3265,4
3608,4085,4
427,1213,5
1928,3818,4
250,4072,2
1496,1900,3
1974,2148,3
2245,2474,3
6,3653,20
2977,3180,4
538,2222,2
2070,2829,2
2977,3613,5
2393,3754,6
2996,3603,10
1697,3201,2
1840,2629,2
2067,2345,5
864,3322,3
2413,3148,2
117,3613,16
1561,2374,3
1185,2415,3
1651,1755,2
1435,2634,7
2753,3074,19
698,3898,3
1167,2325,2
138,1677,2
585,882,6
510,623,5
3358,3369,3
1084,2199,5
596,1031,12
2496,2959,6
2089,2220,3
1559,3123,19
1209,3897,13
2961,3660,8
1541,3127,7
119,1854,2
2063,2245,2
1164,3808,4
716,2668,4
1427,2518,4
2243,3679,2
3123,3287,19
165,3539,3
701,1674,4
1596,2448,4
1169,2320,19
2345,2538,3
3135,3180,5
2393,4052,6
722,1225,2
1120,2876,2
746,3180,5
763,1200,2
1238,3593,3
985,2619,4
569,959,2
546,2635,2
2429,2776,19
2002,3854,2
1117,1320,10
2350,2711,8
1002,3074,19
97,250,20
3117,3278,4
3407,4074,2
2552,3049,2
3668,4086,4
832,2780,13
776,799,3
925,2909,3
66,2977,4
352,836,4
665,3656,3
215,2238,3
150,3729,5
1701,3074,4
2031,2272,3
22,774,2
1053,1058,4
569,3318,13
704,1329,3
52,1324,3
439,3058,2
2652,4075,2
85,1720,2
443,1053,4
43,1117,10
373,741,2
1766,2179,2
1945,3287,19
1544,2036,2
311,1192,16
3287,3789,19
34,2846,10
279,1498,4
800,1690,2
1507,3413,4
2776,3287,19
103,194,2
383,1616,19
2036,3124,3
1231,1565,2
1974,2128,3
1908,3684,4
1413,2501,4
417,2585,2
1192,3789,16
1182,2338,3
462,1326,2
889,3578,3
1226,1394,19
1614,1689,2
1035,1176,5
2224,3513,2
605,1018,8
876,1116,3
1032,2811,2
423,3881,2
1002,2211,20
1997,3603,13
1035,2049,5
557,2241,4
2693,3400,3
792,3024,4
1331,2245,3
2643,3122,3
663,3613,3
1818,3139,2
1329,1507,4
3490,3648,2
3207,3407,2
810,2036,3
87,149,2
2959,3970,5
1733,2909,6
572,1063,12
2516,3400,3
3074,3174,19
1338,1496,3
885,1187,13
528,3577,2
426,1209,13
1441,2880,4
405,2867,19
527,3449,2
3125,3936,3
152,3530,3
1765,1985,2
3579,3921,2
148,845,2
1692,2522,3
861,1300,3
2483,2516,3
201,1113,13
1356,2977,2
1051,3897,13
293,2625,3
924,1077,5
593,1107,3
884,1625,4
1226,1616,19
596,1873,12
1779,2948,4
1614,3882,2
1282,3939,4
428,3989,10
4126,2063,2
395,3788,2
3283,3297,20
2237,3192,5
516,2657,2
557,2888,2
446,1180,3
2719,3825,3
1692,3870,2
1107,2271,4
311,405,19
611,3695,3
1286,2583,4
968,2089,3
1038,4001,2
1513,2367,4
3048,4020,11
417,2913,2
1935,2013,12
1083,3619,3
6,3283,20
2767,2846,10
1299,1885,2
2415,3969,4
1002,1994,20
2196,3916,11
103,882,6
970,3097,3
1997,3054,13
832,3659,13
1467,3253,4
3608,3957,4
763,2000,3
1288,2611,2
43,289,10
1082,2605,7
1063,3483,12
975,3193,2
4130,3384,2
3902,3921,2
1077,3970,5
707,2707,3
4153,701,4
2040,2258,3
1513,3727,4
1235,1888,5
405,2906,19
1313,2036,2
117,3743,4
1535,2906,19
2360,3956,3
704,2432,4
43,2996,10
1888,2161,5
3593,3790,3
604,1553,3
2751,3578,3
4151,621,4
1288,2743,4
3074,3487,19
311,1945,19
569,3550,13
3054,3318,13
3040,3208,3
1556,2731,4
882,3987,6
398,2671,3
101,3479,7
1176,1909,4
630,2663,2
227,2128,2
2330,2793,3
1862,3503,2
2634,3127,7
106,1635,2
1923,2602,3
2417,3189,4
2913,3828,3
258,1225,3
2022,2801,2
1185,1356,3
689,1441,4
3531,3684,4
1286,1779,4
1566,2518,4
155,1836,7
3286,3538,3
462,1838,5
1676,2973,2
1670,1816,4
1878,3479,7
1224,3881,2
2189,2575,10
1292,2484,3
274,2636,3
1670,1988,4
320,1568,2
1777,1997,13
250,931,3
356,3224,3
971,1692,4
612,2367,3
3787,3936,3
25,1033,3
255,1779,4
1298,3708,4
1744,2020,4
239,3916,11
698,1019,2
239,823,11
1777,3054,13
3383,3553,3
1666,2709,2
2126,3955,3
1435,1541,7
34,43,10
2753,3578,4
1226,2776,19
536,791,2
356,4020,4
746,3135,5
531,3556,5
122,2189,10
2013,3483,12
1445,2433,2
2098,3017,2
1923,3180,4
767,1194,10
2128,2245,3
4116,1288,3
3081,3287,19
2233,2320,19
478,4041,2
97,1783,20
119,1575,3
403,3933,4
426,1113,13
2598,3956,2
2386,2753,19
1687,2289,3
1288,1378,4
343,2445,2
1199,2114,3
1783,3613,16
2554,3663,4
1923,3174,18
1853,1892,2
6,3174,20
687,3970,5
2516,2693,3
1409,4005,3
970,2175,3
924,3970,5
3040,3559,3
338,1031,12
904,3839,3
1320,2846,10
704,2259,4
803,1840,2
1878,3818,6
668,1766,3
3272,3761,2
1233,2059,2
2475,4053,4
311,2867,19
407,2906,19
1209,2081,13
929,1453,2
1246,3765,4
726,2979,3
767,2189,10
1320,2996,10
2753,4079,19
1134,3908,2
2448,2518,4
1994,3283,20
2312,3502,2
2233,2776,19
729,2972,3
2022,3723,4
1427,3407,3
1066,4063,2
1945,2867,19
399,2876,2
1994,3174,20
227,494,3
860,1064,2
1498,3054,13
1109,1441,4
250,2386,20
1641,1997,13
2211,2386,20
1559,2776,19
1059,1237,13
2220,3170,3
706,2906,19
25,3170,4
1427,1566,4
1042,2711,4
3074,3400,4
127,3153,2
448,1210,2
201,2780,13
1160,2013,12
26,3834,3
557,1156,4
1427,1766,3
1443,3262,2
3268,3823,3
405,2776,19
1106,2342,3
3074,3297,19
2367,4005,3
55,413,4
1376,1513,4
1677,4073,4
1482,2039,2
1057,1353,2
2098,2680,2
311,1535,19
1553,3487,19
3273,4020,11
2211,3283,20
353,1888,5
43,1320,10
3174,4079,20
1546,3400,5
117,2211,20
663,4039,3
2340,3936,2
2798,3783,3
1237,1641,13
250,1064,19
706,1226,19
1327,2734,4
569,1187,13
1180,2036,2
279,2198,4
3691,3824,6
1107,3933,4
52,3868,3
4127,2047,3
122,3173,10
2731,3383,3
250,1546,3
1799,3066,3
1745,2885,3
2268,3939,4
1353,2082,2
757,1014,11
581,1122,5
311,2429,19
6,1553,19
971,1211,4
605,2350,8
2483,3415,4
79,2317,3
4128,1360,3
407,2429,19
3556,4030,5
3522,3765,4
1396,2593,3
311,3081,19
985,1288,4
2579,3033,3
311,2320,19
102,2485,2
462,3403,2
383,2867,19
2673,2934,4
1169,2867,19
1017,1615,2
494,2018,3
141,2941,4
1059,1997,13
1151,2436,2
1327,2992,4
2428,3839,3
1472,3979,3
427,2199,5
3613,4079,16
3275,3763,2
746,2874,2
428,1914,3
3397,3596,3
3165,3307,4
114,2238,2
4155,277,2
428,1923,3
2766,3461,3
2826,3956,2
573,3344,3
951,1376,4
146,3964,2
941,3794,3
147,546,2
2843,3936,3
1766,4067,3
1559,3081,19
2113,3118,3
101,1445,3
932,3265,4
548,3813,6
426,832,13
2806,3947,2
85,330,4
556,823,11
1394,1535,19
554,4023,2
227,3970,5
1035,1816,4
564,2242,3
842,3970,2
1246,3522,4
1734,2300,2
2436,2765,2
3081,3123,19
168,438,2
1042,3290,4
623,1674,3
2787,3734,2
1744,2268,4
814,1984,2
3058,3291,2
227,924,5
2779,3805,2
884,2613,4
1641,3054,13
941,2034,2
2144,3494,2
4153,1674,4
1553,2550,6
1661,2965,3
532,1194,10
1064,2479,2
4136,604,3
1677,3708,3
471,839,2
1949,2947,6
2570,2630,2
1361,1607,2
1122,1284,5
1209,2749,13
548,2516,6
532,3173,10
823,3126,11
1675,1726,3
2689,3699,2
97,117,20
1453,3332,3
472,2194,2
2181,2534,2
1099,2961,8
2350,3782,9
1023,1058,4
707,1014,11
1643,3914,3
585,1451,6
707,757,11
2365,3334,2
106,2977,4
326,1632,3
1233,1713,3
1631,3282,2
2549,3173,10
1026,3012,4
2914,3819,3
1535,1559,19
3321,3599,3
217,1453,2
3497,3559,2
596,3483,12
2429,2867,19
583,3839,3
776,3989,11
2211,3653,20
1180,2387,2
1581,4049,3
2605,2634,7
3448,3788,3
510,1792,5
1498,3603,13
1541,2605,7
311,1226,19
97,1994,20
